Sale_ID,Customer_ID,Car_ID,Sale_Date,Quantity, Sale_Price ,Payment_Method,Salesperson
S03984,CU0784,C0187,31-10-2023,2," $33,306 ",Credit,Kristen Mcpherson
S03985,CU0886,C0417,20-09-2025,2," $40,127 ",Cash,Ashley Johnson
S03986,CU1762,C0010,24-03-2024,1," $15,412 ",Installment,David Conner
S03987,CU1709,C0107,25-12-2023,1," $41,856 ",Credit,Mike Garcia
S03988,CU1974,C0354,16-08-2024,2," $53,479 ",Credit,Michael Vargas
S03989,CU0007,C0431,25-01-2025,2," $36,112 ",Installment,Julie Espinoza
S03990,CU1528,C0392,03-12-2022,1," $58,563 ",Credit,Sarah Stephenson
S03991,CU1984,C0311,28-09-2025,2," $27,682 ",Credit,Stephen Brown
S03992,CU1839,C0202,25-08-2024,2," $66,003 ",Installment,Kenneth Henderson
S03993,CU1690,C0175,13-04-2023,1," $83,063 ",Installment,Christopher Hart
S03994,CU1992,C0118,03-09-2024,3," $25,975 ",Credit,Joshua Jones
S03995,CU1164,C0154,01-11-2024,2," $73,704 ",Cash,Margaret Davis
S03996,CU1726,C0032,31-08-2023,1," $79,580 ",Installment,Kimberly Key
S03997,CU1754,C0289,06-07-2024,2," $15,987 ",Installment,William Moran
S03998,CU1413,C0230,04-05-2025,2," $32,561 ",Cash,Gregory Pham
S03999,CU0483,C0016,02-06-2025,3," $53,718 ",Cash,Miss Jessica Jacobson MD
S04000,CU1054,C0176,22-09-2023,1," $73,687 ",Installment,Wayne Keith
S04001,CU0308,C0324,11-11-2024,2," $36,774 ",Installment,Kyle Young
S04002,CU1435,C0447,12-12-2022,1," $40,251 ",Cash,Scott Bates
S04003,CU1013,C0178,06-03-2024,2," $22,249 ",Installment,Thomas Harris
S04004,CU0462,C0085,29-04-2024,2," $44,542 ",Credit,Lisa Smith
S04005,CU0782,C0117,23-02-2025,2," $69,323 ",Cash,Norma Guzman
S04006,CU1172,C0080,31-03-2023,2," $59,972 ",Cash,Jennifer Brown
S04007,CU0470,C0191,30-11-2022,1," $94,928 ",Credit,Nicholas Juarez
S04008,CU0788,C0443,30-07-2024,3," $72,765 ",Cash,John Obrien
S04009,CU0184,C0024,28-11-2024,1," $35,075 ",Credit,Kayla Parker
S04010,CU0228,C0427,30-03-2025,1," $68,390 ",Credit,Sharon Cunningham
S04011,CU0362,C0472,04-09-2025,1," $98,381 ",Installment,Tiffany Richardson
S04012,CU1798,C0329,16-04-2024,1," $78,090 ",Credit,Joseph Mckay
S04013,CU1942,C0060,29-05-2024,1," $16,939 ",Cash,Kimberly Brooks
S04014,CU0045,C0351,08-01-2024,2," $54,967 ",Installment,Julie Finley
S04015,CU0423,C0238,25-07-2023,1," $82,138 ",Cash,Lisa Robinson
S04016,CU1824,C0142,09-10-2024,1," $50,561 ",Cash,Breanna Diaz
S04017,CU0145,C0201,19-06-2023,1," $23,861 ",Cash,Shelly Wagner
S04018,CU1196,C0012,04-07-2023,2," $56,267 ",Credit,Jacob Guerrero
S04019,CU1437,C0353,09-04-2024,3," $90,161 ",Installment,Richard Schmidt
S04020,CU1826,C0322,20-04-2024,2," $73,498 ",Cash,Nicole Roberts
S04021,CU1138,C0003,01-08-2024,2," $67,035 ",Credit,Brittany Baldwin
S04022,CU1299,C0327,10-07-2023,2," $72,731 ",Installment,Robert Rich
S04023,CU0994,C0122,27-11-2023,2," $79,745 ",Cash,Robert Reyes
S04024,CU1647,C0115,31-03-2024,2," $73,331 ",Installment,Richard Wilson
S04025,CU1196,C0130,14-07-2025,1," $86,970 ",Cash,Cathy Rosales
S04026,CU1516,C0160,08-12-2022,2," $45,313 ",Cash,Jesus Webb
S04027,CU1839,C0248,30-07-2023,3," $57,738 ",Installment,Kelly Willis
S04028,CU1437,C0125,21-09-2023,3," $45,007 ",Cash,Heather Wilson
S04029,CU1101,C0021,04-09-2023,3," $65,461 ",Cash,Cindy Chavez
S04030,CU1985,C0383,18-09-2023,1," $35,826 ",Installment,Christopher Jenkins
S04031,CU0312,C0029,06-04-2023,3," $52,083 ",Cash,Aaron Austin
S04032,CU1354,C0390,10-11-2023,2," $72,324 ",Installment,Amy Lucas
S04033,CU1793,C0382,20-10-2023,1," $42,309 ",Installment,Gina Jones
S04034,CU0606,C0337,24-07-2025,2," $46,335 ",Installment,Robert Dorsey
S04035,CU0225,C0361,29-09-2024,3," $20,189 ",Cash,Jacob Rangel
S04036,CU0908,C0181,15-09-2024,1," $93,364 ",Credit,Christopher Martin
S04037,CU1194,C0051,27-10-2023,1," $88,953 ",Cash,Kelsey Smith
S04038,CU0157,C0078,19-03-2025,2," $79,312 ",Cash,Dr. Ashley Spencer
S04039,CU1715,C0381,16-05-2023,1," $63,949 ",Installment,April Schmidt
S04040,CU0139,C0078,06-10-2025,1," $61,669 ",Installment,Lori Jarvis
S04041,CU1599,C0410,03-08-2025,2," $61,075 ",Installment,Melissa Lee
S04042,CU1376,C0063,28-12-2024,2," $67,102 ",Installment,Eric Ross
S04043,CU0677,C0303,21-06-2024,2," $35,856 ",Credit,David Duncan
S04044,CU0689,C0173,22-10-2023,2," $41,806 ",Cash,Lori Smith
S04045,CU1438,C0143,04-11-2023,1," $19,746 ",Cash,Theresa Johnson
S04046,CU0272,C0385,07-04-2024,3," $94,305 ",Installment,Shannon Robinson
S04047,CU1373,C0167,02-11-2022,3," $28,118 ",Cash,Gabrielle Trujillo
S04048,CU1927,C0220,17-12-2024,3," $79,351 ",Credit,Margaret Gomez
S04049,CU0243,C0119,26-06-2025,1," $46,528 ",Cash,Tony James
S04050,CU0259,C0071,18-08-2024,1," $33,079 ",Installment,Summer Patterson
S04051,CU1516,C0073,17-06-2023,1," $44,244 ",Cash,Suzanne Forbes
S04052,CU1927,C0114,28-01-2024,3," $17,878 ",Cash,Laurie Bishop
S04053,CU1136,C0411,21-12-2024,2," $66,168 ",Credit,Daniel Castillo
S04054,CU0990,C0465,07-07-2024,1," $74,884 ",Credit,Lori Gilbert
S04055,CU0729,C0309,19-11-2023,3," $45,662 ",Credit,Nancy Pace
S04056,CU0552,C0183,11-07-2023,1," $73,183 ",Cash,Bradley Hill
S04057,CU1586,C0272,12-08-2024,2," $44,479 ",Cash,John Davenport
S04058,CU0191,C0393,28-11-2023,3," $20,273 ",Cash,Mr. Derek Young
S04059,CU0662,C0452,14-05-2025,2," $45,258 ",Credit,Regina Mayer
S04060,CU1940,C0066,16-02-2025,2," $94,632 ",Cash,Jennifer Summers
S04061,CU1408,C0345,19-07-2024,2," $58,942 ",Cash,Alexander Cabrera
S04062,CU0718,C0458,15-07-2023,1," $48,764 ",Installment,Melissa Smith
S04063,CU0574,C0433,16-11-2023,2," $70,299 ",Cash,Alicia Bush
S04064,CU0902,C0429,25-12-2022,1," $41,872 ",Installment,Elizabeth Adams
S04065,CU0587,C0071,10-05-2023,3," $65,239 ",Credit,Christopher Rodriguez
S04066,CU1873,C0439,27-01-2024,3," $58,155 ",Credit,Terry Harrell
S04067,CU0397,C0157,15-10-2023,1," $83,124 ",Cash,Scott Alvarez
S04068,CU1469,C0229,30-07-2025,1," $75,778 ",Cash,Crystal Cantrell
S04069,CU0602,C0146,05-07-2024,3," $78,322 ",Installment,Amanda Rivera
S04070,CU0496,C0213,23-02-2025,1," $45,673 ",Cash,Amanda Arnold
S04071,CU1782,C0162,10-02-2025,1," $83,132 ",Installment,Anthony Hess
S04072,CU1163,C0452,08-01-2023,1," $87,105 ",Installment,Pamela Williams
S04073,CU0752,C0312,17-04-2024,3," $57,542 ",Installment,Mark Anderson
S04074,CU1049,C0408,30-08-2024,1," $71,385 ",Credit,Gary Arnold
S04075,CU1052,C0422,21-02-2025,2," $80,570 ",Installment,Brian Carlson
S04076,CU1885,C0062,28-11-2023,2," $18,574 ",Credit,Megan Cruz
S04077,CU0788,C0065,17-11-2023,2," $17,593 ",Cash,Louis Hill
S04078,CU1690,C0075,31-12-2022,1," $15,357 ",Cash,Charles Henderson
S04079,CU1677,C0189,29-10-2024,1," $71,516 ",Cash,Roger Sandoval
S04080,CU0670,C0039,31-08-2025,3," $94,912 ",Installment,Jordan Austin
S04081,CU0615,C0081,12-06-2025,3," $41,707 ",Installment,Sarah Simpson
S04082,CU0226,C0318,24-02-2025,2," $78,807 ",Installment,Ashley Myers
S04083,CU1256,C0217,18-07-2024,1," $97,771 ",Installment,Angela Gray
S04084,CU1304,C0070,04-09-2023,3," $81,611 ",Credit,Rebecca Oliver
S04085,CU1573,C0347,25-10-2024,1," $95,349 ",Cash,Jennifer Vance
S04086,CU0721,C0153,11-02-2023,2," $61,146 ",Credit,Thomas Brown
S04087,CU0710,C0249,02-05-2023,3," $42,831 ",Cash,Robert Aguilar
S04088,CU0199,C0048,20-10-2023,1," $65,888 ",Credit,David Perez
S04089,CU1920,C0161,18-02-2024,2," $85,172 ",Cash,Mark Bailey
S04090,CU0693,C0373,08-01-2023,2," $67,420 ",Cash,Brandon Thompson
S04091,CU1075,C0207,20-06-2024,3," $19,109 ",Installment,Daniel Miller
S04092,CU0637,C0213,01-05-2023,1," $86,586 ",Installment,Julie Stanley
S04093,CU1808,C0082,02-07-2024,1," $92,401 ",Installment,John Bass
S04094,CU1190,C0219,07-10-2024,3," $43,402 ",Credit,Jeffrey Vasquez
S04095,CU1205,C0351,12-05-2024,1," $71,303 ",Credit,Jerry Lopez
S04096,CU0748,C0423,19-12-2023,3," $21,013 ",Cash,Kelly Williams
S04097,CU1587,C0366,07-11-2022,3," $58,239 ",Installment,Anne Anderson
S04098,CU0266,C0377,09-03-2025,3," $77,126 ",Installment,Stephen Roy
S04099,CU0309,C0130,15-02-2024,2," $44,081 ",Installment,Martha Edwards
S04100,CU1338,C0108,19-02-2023,2," $22,121 ",Installment,Holly Reyes
S04101,CU1677,C0446,23-07-2024,2," $59,092 ",Cash,Dakota Fletcher
S04102,CU1004,C0287,11-01-2025,2," $81,673 ",Credit,Dr. Emily Bush
S04103,CU1961,C0454,21-11-2023,3," $69,040 ",Cash,Anna Andersen
S04104,CU1110,C0109,25-01-2025,3," $85,845 ",Cash,Joseph Smith
S04105,CU0445,C0007,30-12-2023,1," $28,028 ",Installment,Todd Nichols
S04106,CU1952,C0393,05-09-2025,3," $21,299 ",Installment,Christina Barnes
S04107,CU0021,C0357,19-07-2025,2," $88,570 ",Cash,Heather Benson
S04108,CU0360,C0434,17-02-2025,1," $55,497 ",Cash,Adrienne Rojas
S04109,CU0215,C0255,28-12-2022,2," $90,815 ",Installment,Amanda Rodriguez
S04110,CU0296,C0408,15-02-2025,3," $24,364 ",Installment,Jose Cannon
S04111,CU0554,C0402,25-03-2025,3," $43,947 ",Credit,Barry Osborn
S04112,CU1006,C0440,07-10-2025,2," $72,492 ",Installment,Nathan Garza
S04113,CU1269,C0028,15-02-2025,2," $55,007 ",Credit,Abigail Torres
S04114,CU0125,C0411,25-12-2024,2," $21,274 ",Cash,Amanda White
S04115,CU1579,C0100,30-03-2024,2," $15,621 ",Cash,Alison Boyd
S04116,CU0124,C0198,02-04-2023,2," $38,621 ",Cash,Mary Cervantes
S04117,CU0477,C0109,18-03-2023,1," $25,621 ",Installment,Lance Smith
S04118,CU0067,C0462,18-06-2024,1," $83,396 ",Cash,Rachel Alexander
S04119,CU0404,C0466,05-11-2023,1," $56,737 ",Installment,Kristi Lewis
S04120,CU0683,C0327,12-02-2025,3," $80,383 ",Installment,Anna Henry
S04121,CU1273,C0362,29-10-2025,2," $45,500 ",Installment,Daniel Gomez
S04122,CU0180,C0012,08-12-2023,1," $79,556 ",Installment,Rachel Nguyen
S04123,CU1535,C0477,28-03-2024,1," $61,709 ",Installment,Kevin Soto
S04124,CU0303,C0492,24-09-2024,1," $34,833 ",Installment,Stacy Carey
S04125,CU1261,C0351,19-01-2023,3," $30,349 ",Cash,Emily Jordan
S04126,CU1811,C0115,11-02-2023,1," $30,520 ",Installment,Richard Flores
S04127,CU1660,C0001,28-10-2025,1," $88,516 ",Installment,Justin Green
S04128,CU0721,C0109,23-10-2025,1," $61,765 ",Cash,Colin West
S04129,CU1801,C0413,22-03-2023,2," $29,563 ",Credit,Mario Parker
S04130,CU1916,C0296,08-07-2024,3," $23,721 ",Credit,Nathan Morgan
S04131,CU1694,C0027,27-03-2024,3," $63,598 ",Installment,Curtis Kelley
S04132,CU1942,C0468,08-12-2024,2," $88,445 ",Cash,Christine Callahan
S04133,CU0681,C0262,17-10-2023,1," $95,499 ",Installment,John Taylor
S04134,CU1545,C0315,24-04-2024,1," $60,067 ",Installment,Caleb Scott
S04135,CU1597,C0325,26-01-2025,1," $30,949 ",Credit,Dana Diaz
S04136,CU1240,C0233,01-03-2025,2," $90,988 ",Cash,Christina Fleming
S04137,CU1437,C0285,29-05-2025,2," $34,382 ",Installment,Andrea Terry
S04138,CU0506,C0319,12-11-2024,3," $43,800 ",Cash,Nathan Rodriguez
S04139,CU1742,C0395,01-12-2022,3," $27,968 ",Installment,James Alvarez
S04140,CU1758,C0371,21-04-2023,1," $86,234 ",Credit,William Williams
S04141,CU0149,C0323,15-11-2024,3," $16,186 ",Cash,Debbie Turner
S04142,CU0873,C0423,13-07-2025,1," $96,595 ",Cash,Christopher Ballard
S04143,CU0120,C0187,07-10-2023,2," $36,819 ",Cash,Ethan Lopez
S04144,CU1230,C0167,25-10-2024,3," $32,346 ",Credit,Wesley Bird
S04145,CU0232,C0418,29-11-2024,3," $65,019 ",Cash,Justin Cox
S04146,CU0545,C0468,02-07-2024,2," $81,216 ",Cash,Mary Soto
S04147,CU0252,C0150,24-05-2025,3," $38,122 ",Installment,Richard Soto
S04148,CU1312,C0136,04-05-2024,3," $20,281 ",Cash,Kerry Kennedy
S04149,CU0874,C0028,03-05-2024,2," $90,443 ",Installment,Luke Adkins
S04150,CU0403,C0089,02-11-2022,3," $22,820 ",Installment,Chelsea Howell
S04151,CU1777,C0138,13-05-2025,3," $54,575 ",Cash,Marilyn Mckee
S04152,CU1371,C0496,18-01-2023,1," $35,414 ",Credit,Cody Harris
S04153,CU1281,C0104,27-07-2024,3," $87,725 ",Cash,Brian Zuniga DDS
S04154,CU1522,C0216,29-07-2024,3," $81,011 ",Credit,Joseph Martin
S04155,CU0238,C0386,24-11-2022,2," $99,302 ",Cash,Jill King
S04156,CU0525,C0308,06-08-2024,1," $64,479 ",Installment,Stephen James
S04157,CU1870,C0332,12-10-2023,3," $46,198 ",Cash,Frank Hall
S04158,CU1912,C0088,12-08-2023,1," $46,151 ",Credit,Kenneth Matthews
S04159,CU0374,C0370,12-12-2023,2," $40,993 ",Installment,Kristen Gates
S04160,CU0251,C0492,17-05-2025,3," $80,085 ",Installment,Drew Nelson
S04161,CU0297,C0142,14-08-2025,3," $80,826 ",Credit,John Mcfarland
S04162,CU0281,C0334,21-08-2024,2," $59,079 ",Installment,Amy Moreno
S04163,CU1058,C0079,09-06-2023,1," $78,613 ",Cash,Shawn Thomas
S04164,CU1507,C0022,03-10-2025,2," $68,744 ",Credit,Brett Randolph
S04165,CU1446,C0457,19-03-2024,2," $31,435 ",Installment,Jerry Michael
S04166,CU1689,C0229,21-11-2023,2," $79,810 ",Cash,Chad Gentry
S04167,CU1529,C0450,09-03-2024,1," $29,855 ",Credit,Randall Johnson
S04168,CU1517,C0189,11-01-2024,2," $23,956 ",Credit,Lauren Ellis
S04169,CU1837,C0379,16-11-2022,2," $57,507 ",Credit,Brandi Cooke
S04170,CU0034,C0432,18-01-2024,2," $91,019 ",Installment,Lee Sutton
S04171,CU0738,C0280,04-04-2024,1," $18,416 ",Cash,Karen Silva
S04172,CU0948,C0257,30-12-2022,2," $25,420 ",Installment,Mrs. Taylor Wall
S04173,CU1143,C0099,08-07-2025,2," $23,719 ",Credit,Emily Castaneda
S04174,CU1388,C0011,16-04-2024,1," $78,164 ",Installment,Pamela Simon
S04175,CU1328,C0451,03-11-2024,1," $96,474 ",Installment,Dylan Oliver
S04176,CU0593,C0341,10-12-2022,3," $65,801 ",Credit,Wesley White
S04177,CU0054,C0414,10-02-2023,3," $74,915 ",Cash,Jody Romero
S04178,CU1925,C0453,07-10-2023,3," $92,481 ",Installment,Kathryn Gonzalez
S04179,CU0957,C0084,24-04-2025,1," $73,629 ",Credit,Karen Ponce
S04180,CU1793,C0053,26-05-2024,2," $69,322 ",Installment,Heidi Le
S04181,CU0138,C0489,11-06-2025,1," $52,574 ",Installment,Shawna Noble
S04182,CU1353,C0027,06-07-2025,2," $31,102 ",Cash,John Jacobs
S04183,CU0799,C0124,18-09-2025,3," $33,531 ",Installment,Ryan Johnston
S04184,CU0323,C0202,29-04-2025,3," $39,071 ",Cash,Sara Williams
S04185,CU1174,C0479,10-08-2023,2," $29,216 ",Installment,Curtis Jones
S04186,CU1873,C0266,31-01-2025,1," $88,628 ",Installment,Julie Davis
S04187,CU0451,C0475,28-09-2024,1," $43,576 ",Credit,Rebecca Weiss
S04188,CU0354,C0374,04-06-2024,3," $93,121 ",Credit,Robert Cardenas
S04189,CU1024,C0111,02-04-2023,1," $63,539 ",Credit,Gregory Mills
S04190,CU1303,C0062,27-08-2025,1," $63,216 ",Cash,Alex Brown
S04191,CU0323,C0317,11-03-2023,3," $95,755 ",Cash,Kimberly Carter
S04192,CU1764,C0403,06-07-2024,3," $58,501 ",Credit,Carmen Harper
S04193,CU1153,C0360,06-08-2023,2," $30,097 ",Installment,Aaron Robinson
S04194,CU1975,C0442,09-10-2023,1," $25,773 ",Credit,Christina Oliver
S04195,CU1369,C0328,15-11-2022,2," $54,684 ",Credit,David Jones
S04196,CU1060,C0113,06-02-2025,3," $35,641 ",Installment,Heather Shannon
S04197,CU1169,C0265,03-09-2025,3," $33,123 ",Cash,Stuart Long
S04198,CU0506,C0270,20-08-2023,3," $75,759 ",Credit,Dr. Richard Thomas DVM
S04199,CU1508,C0328,28-10-2025,3," $43,054 ",Cash,Steve Allen
S04200,CU1953,C0087,18-05-2023,2," $29,160 ",Credit,Jeffrey Fletcher
S04201,CU1981,C0381,05-11-2022,2," $68,708 ",Credit,Ana Boyle
S04202,CU0658,C0311,19-12-2022,2," $46,305 ",Credit,Anthony Miller
S04203,CU0232,C0364,12-03-2025,1," $95,931 ",Credit,Allison Davidson
S04204,CU0737,C0194,27-01-2023,3," $65,014 ",Installment,Robert Black
S04205,CU0497,C0418,11-04-2025,1," $45,557 ",Installment,Mr. Shawn Zhang
S04206,CU1279,C0409,31-12-2023,2," $95,811 ",Credit,Charles Doyle
S04207,CU1343,C0375,15-12-2022,3," $85,426 ",Installment,Carrie Mitchell
S04208,CU1012,C0083,19-05-2024,1," $31,427 ",Cash,Andrew Diaz
S04209,CU1499,C0394,21-01-2023,3," $39,058 ",Installment,Robert Bradford
S04210,CU1334,C0097,22-08-2023,2," $56,568 ",Cash,Michael Davis
S04211,CU1097,C0209,09-05-2025,2," $72,848 ",Installment,Louis Baker
S04212,CU1305,C0291,03-02-2025,2," $56,729 ",Installment,Jasmine Gutierrez
S04213,CU0456,C0029,07-11-2022,1," $63,295 ",Cash,Robert Jones
S04214,CU1743,C0054,20-03-2025,3," $97,282 ",Installment,Michelle Hammond
S04215,CU0182,C0065,19-02-2023,2," $50,287 ",Installment,Kevin Robinson
S04216,CU1233,C0420,21-06-2024,3," $85,704 ",Cash,Kevin Lynch
S04217,CU0711,C0498,22-10-2023,2," $80,428 ",Installment,Shirley Rodriguez
S04218,CU0607,C0081,25-10-2025,3," $29,532 ",Credit,Ashley Meza
S04219,CU1367,C0272,26-12-2023,2," $75,951 ",Installment,Deborah Smith
S04220,CU1528,C0359,11-01-2023,2," $22,108 ",Credit,Ryan Carroll
S04221,CU0118,C0490,23-03-2025,3," $72,170 ",Credit,Andrea Garza
S04222,CU0879,C0123,28-09-2023,1," $50,022 ",Installment,Teresa Walker
S04223,CU1856,C0171,02-04-2025,1," $51,387 ",Credit,Alexandria Carlson DVM
S04224,CU0377,C0268,14-03-2024,2," $48,077 ",Credit,Tamara King
S04225,CU0984,C0103,03-10-2023,2," $67,436 ",Installment,Linda Lam
S04226,CU1734,C0487,21-05-2025,3," $36,993 ",Installment,Darren Pace
S04227,CU1368,C0138,06-09-2025,1," $88,391 ",Cash,Samuel Jacobs
S04228,CU0722,C0316,25-08-2024,1," $60,426 ",Cash,Jacob Harris
S04229,CU1788,C0064,23-10-2024,2," $46,042 ",Credit,Susan Wong
S04230,CU0157,C0216,27-11-2023,3," $94,860 ",Installment,Jennifer Henderson
S04231,CU0647,C0202,05-11-2024,2," $54,408 ",Credit,Yesenia Bradley
S04232,CU0599,C0459,20-01-2025,1," $22,258 ",Cash,Jeremy Wong
S04233,CU0467,C0334,17-11-2024,2," $58,472 ",Credit,Christy Boyd
S04234,CU1121,C0290,09-12-2024,1," $52,128 ",Installment,Jennifer Ruiz
S04235,CU1520,C0412,08-11-2023,2," $86,535 ",Cash,Rhonda Robinson
S04236,CU1079,C0190,13-02-2024,3," $21,967 ",Installment,Amy Hill
S04237,CU0998,C0166,08-10-2025,2," $56,063 ",Installment,Jeffrey Cabrera
S04238,CU1209,C0282,06-08-2024,2," $50,549 ",Installment,Derrick Torres
S04239,CU0519,C0261,30-11-2022,1," $63,119 ",Installment,Rebecca Scott
S04240,CU1148,C0403,16-04-2025,1," $47,584 ",Credit,John Howard
S04241,CU0371,C0226,17-03-2023,3," $16,955 ",Cash,Gloria Hill
S04242,CU1177,C0245,31-01-2023,2," $22,373 ",Cash,Ronald Perez
S04243,CU0060,C0092,29-04-2025,2," $77,948 ",Cash,Brent Ray
S04244,CU0104,C0194,04-10-2025,2," $89,000 ",Cash,Ruben Bass
S04245,CU1839,C0116,11-02-2024,3," $27,998 ",Cash,Taylor Jenkins
S04246,CU1509,C0128,05-06-2023,1," $68,980 ",Installment,Patrick Galloway
S04247,CU1828,C0188,21-10-2025,3," $82,939 ",Credit,Tiffany White
S04248,CU0680,C0300,06-09-2023,1," $44,541 ",Cash,Jerry Carter
S04249,CU0538,C0374,26-09-2024,3," $39,240 ",Installment,Steve Moses
S04250,CU0523,C0389,19-07-2024,1," $89,804 ",Credit,James Jordan
S04251,CU0437,C0029,25-12-2022,3," $86,839 ",Cash,John Foster
S04252,CU1880,C0290,24-08-2023,3," $41,883 ",Installment,Sandra Kim
S04253,CU0435,C0354,11-07-2024,3," $19,083 ",Cash,Sierra Pope
S04254,CU1621,C0370,25-10-2024,3," $22,555 ",Cash,Donald Brewer
S04255,CU1358,C0030,22-03-2023,2," $50,698 ",Credit,Cheyenne Wilson
S04256,CU1186,C0230,29-05-2023,1," $59,457 ",Cash,Justin Conner
S04257,CU0976,C0218,20-06-2025,2," $92,328 ",Installment,Jessica White
S04258,CU0324,C0007,25-12-2022,1," $96,411 ",Installment,Patricia Henry
S04259,CU1258,C0203,02-06-2023,2," $75,415 ",Installment,Heather Davis
S04260,CU1590,C0040,28-05-2024,3," $37,432 ",Credit,Luis Wheeler
S04261,CU0001,C0428,25-03-2025,2," $67,272 ",Installment,Matthew Boyle
S04262,CU0821,C0203,09-01-2023,2," $33,308 ",Installment,Sharon Sweeney
S04263,CU0261,C0129,02-12-2023,1," $65,816 ",Installment,Courtney West
S04264,CU0611,C0033,29-10-2024,1," $27,907 ",Cash,Julie Ellis
S04265,CU0627,C0245,01-01-2025,3," $16,795 ",Credit,Emily Kidd
S04266,CU0755,C0368,15-10-2024,1," $17,337 ",Cash,Carrie Williams
S04267,CU0677,C0343,04-10-2024,3," $27,724 ",Credit,Kevin Mitchell
S04268,CU1689,C0073,11-01-2025,1," $28,450 ",Credit,Bethany Jenkins
S04269,CU0236,C0195,10-05-2023,1," $87,428 ",Cash,Terry Nguyen
S04270,CU0205,C0301,21-08-2024,3," $92,056 ",Cash,Elizabeth Rivera
S04271,CU0937,C0310,15-02-2025,1," $44,017 ",Credit,Cheryl Kennedy MD
S04272,CU1882,C0009,29-07-2025,2," $65,176 ",Cash,Michael Lee
S04273,CU1575,C0130,28-03-2024,3," $66,096 ",Installment,Stacy Martin
S04274,CU0839,C0284,25-10-2023,3," $46,659 ",Installment,Stefanie Owens
S04275,CU0407,C0175,24-05-2024,3," $67,291 ",Credit,Mario Mercado
S04276,CU0682,C0408,31-12-2022,3," $40,511 ",Installment,Ann Hall
S04277,CU0266,C0425,24-05-2024,1," $78,345 ",Credit,Mrs. Tricia Robinson
S04278,CU0015,C0369,10-04-2023,2," $28,018 ",Installment,Jeffrey Horne
S04279,CU1867,C0410,01-12-2024,2," $19,626 ",Cash,Andrew Johnson
S04280,CU1551,C0117,12-05-2023,3," $90,146 ",Credit,Nicholas Jones
S04281,CU0908,C0025,22-04-2023,3," $43,225 ",Credit,Traci Suarez
S04282,CU1416,C0448,29-06-2024,1," $39,199 ",Credit,Kevin Adams
S04283,CU1459,C0109,13-11-2022,3," $40,474 ",Installment,Leslie Graham
S04284,CU0941,C0044,14-06-2023,3," $16,968 ",Installment,Julie Rios
S04285,CU1949,C0469,20-11-2022,2," $20,992 ",Installment,Tamara Alvarez
S04286,CU1659,C0026,05-04-2025,1," $88,166 ",Cash,Jennifer Oconnor
S04287,CU0636,C0346,31-12-2022,2," $63,562 ",Installment,Daniel Townsend
S04288,CU1943,C0411,01-02-2024,1," $47,652 ",Credit,Brian Stephens MD
S04289,CU0582,C0406,25-08-2025,1," $43,001 ",Cash,Kristin Johnson
S04290,CU0572,C0442,28-04-2025,1," $37,725 ",Installment,Jessica Blair
S04291,CU0675,C0174,13-12-2022,3," $52,731 ",Cash,Jessica Vazquez
S04292,CU1898,C0460,24-09-2024,2," $65,539 ",Cash,Michael Morales
S04293,CU0738,C0011,03-09-2023,2," $58,655 ",Credit,Lori Stewart
S04294,CU0632,C0061,30-07-2023,3," $38,745 ",Cash,Julia Cox
S04295,CU0045,C0498,23-11-2022,2," $89,912 ",Cash,William Andrews
S04296,CU1771,C0093,22-10-2023,3," $17,105 ",Cash,Donald Cook
S04297,CU0878,C0051,16-03-2023,3," $89,019 ",Installment,Christina Romero
S04298,CU0860,C0468,23-04-2023,1," $94,084 ",Credit,Brooke Lopez
S04299,CU1973,C0218,17-08-2023,2," $72,084 ",Cash,Robert Howard
S04300,CU1188,C0163,17-03-2024,3," $79,079 ",Installment,William Davis
S04301,CU0902,C0461,07-10-2024,3," $68,898 ",Credit,Sharon Flores
S04302,CU0337,C0108,23-11-2023,1," $51,149 ",Credit,Anthony Morrison
S04303,CU1453,C0453,16-12-2024,3," $73,801 ",Credit,Randy Patton
S04304,CU1735,C0258,04-03-2023,2," $82,921 ",Credit,Christopher Suarez II
S04305,CU1572,C0039,14-05-2023,3," $77,994 ",Cash,Brittany Cooper
S04306,CU0217,C0010,11-11-2023,3," $51,840 ",Credit,Allen Sutton
S04307,CU0646,C0368,12-05-2024,2," $82,516 ",Credit,Michelle Walters
S04308,CU1323,C0221,01-11-2023,3," $61,701 ",Credit,Shaun Adams
S04309,CU0385,C0250,25-07-2024,1," $96,068 ",Installment,Gloria Decker
S04310,CU1878,C0156,26-02-2025,2," $97,970 ",Cash,Heather Wyatt
S04311,CU1711,C0324,25-09-2023,2," $91,572 ",Credit,Kenneth Lee
S04312,CU0862,C0442,24-02-2024,1," $31,562 ",Cash,Tyler Dillon
S04313,CU0129,C0453,25-05-2025,3," $33,206 ",Credit,Joshua Mccarthy
S04314,CU1514,C0417,31-01-2023,2," $20,183 ",Installment,Daniel Nelson
S04315,CU0405,C0068,10-12-2022,2," $24,021 ",Installment,Sandra Carter
S04316,CU0604,C0108,21-11-2024,1," $99,904 ",Cash,Christine Lyons
S04317,CU1931,C0209,02-10-2025,1," $45,820 ",Installment,Elizabeth Benton
S04318,CU1159,C0417,04-12-2023,1," $38,661 ",Cash,Gregory Marsh
S04319,CU1035,C0470,05-01-2023,3," $69,559 ",Installment,Dean Wang
